Specie	TAB007	TAB008	TAB009	TAB010	APW023	APO164	APO165	APO166	APO167	APP365	APP366	APP373	APP374	APP375	APP376	APP377	APP378	APP1211	APP1212	APP1223	APP1224	APP1235	APP1236	APP1307	APP1308	APP1319	APP1320	APP1331	APP1332	APP1355	APP1356	APP1367	APP1368	APP1379	APP1380	APP1391	APP1392	APP1417	APP1418	APP1419	APP1420	APP1421	APP1422	APP1423	APP1424	APP1425	APP1426	APP1439	APP1440	APP1499	APP1500	APP1511	APP1512	APP1522	APP1523	APP1524	APP1534
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Alphatorquevirus;s__Torque_teno_virus_4			78917	78917			1661						79552	18969;18978;18979;75393;75423;79604	95746	84534;74828		18967;71599;75417			71600	71633;71634		79584		84534;74828		71861;71862				71857	1661;71862;75431	84534;74828				71861;71862;75431		75421;75422;75434	84559;79574;1601	1643	71590	1649	1652	71656;75419									1621	71575	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Alphatorquevirus;s__Torque_teno_virus_6			71879;71880;78917	71879;71880;78917			1661						79552	18969;18978;18979;75393;75423;79604	95746	84534;74828		18967;71599;75417			71600	71633;71634		79584		84534;74828		71861;71862				71857	1661;71862;75431	84534;71879;74828	71642			71861;71862;75431		75422	84559;79574;1601	1643	71590	1649		71656				71868					1621	71575	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Alphatorquevirus;s__Torque_teno_virus_7			78917	78917									79552	18969;18978;18979;75393;75423;79604	95746	84534;74828		18967;71599;75417			71600	71633;71634		79584		84534;74828		71861;71862				71857	71862;75431	84534;74828	71642			71861;71862;75431		75422	84559;79574;1601	1643	71590	1649											1621	71575	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Alphatorquevirus;s__Torque_teno_virus_8			71879;78917	71879;78917							67926		79552	18969;18978;18979;75393;75423;79604	95746	84534;74828		18967;71599;75417			71600	71633;71634		79584		84534;74828		71861;71862				71857	71862;75431	84534;71879;74828	71642			71861;71862;75431		75422	79574	1643	71590	1649		71656									1621	71575	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;-__unclassified_Betatorquevirus;s__Torque_teno_mini_virus_18			84550	84550									79552			84534;74828		18967;75417				71633		79584		84534;74828					70922	84537		84534;74828						84551				1649;84537												71575;84550	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;-__unclassified_Betatorquevirus;s__Torque_teno_mini_virus_ALA22			84550	84550									79552	18978;18979;79604		84534;74828		18967;71599			71600	71633;71634		79584		84534;74828								84534;74828							79574	1643				71656										71575;84550	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;-__unclassified_Betatorquevirus;s__Torque_teno_mini_virus_ALH8													79552			84534;74828		18967								84534;74828								84534;74828							79574					71656										71575	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;s__Torque_teno_mini_virus_1			84550	84550									79552	18978;18979;75393;75423;79604		84534;74828	79559	18967						79584		84534;74828						84537	79558	84534;74828						84551	79574	1643		84537												71575;84550	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;s__Torque_teno_mini_virus_2			84550	84550									79552	18969;18978;75393;79604		84534		18967						79584				71861				84537		84534				71861		57508;84551	84559;79574;57508			84537		71656										71575;84550	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;s__Torque_teno_mini_virus_3			84550	84550									79552			84534;74828		18967								84534;74828							79558	84534;74828						84551	79574			1649		71656										71575;84550	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;s__Torque_teno_mini_virus_5			84550	84550									79552			84534;74828		18967						79584		84534;74828								84534;74828						84551	79574															71575;84550	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;s__Torque_teno_mini_virus_6			84550	84550									79552			84534;74828		18967								84534;74828								84534;74828						84551						71656										71575;84550	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;s__Torque_teno_mini_virus_7			84550	84550									79552			84534;74828		18967						79584		84534;74828								84534;74828						84551	79574															71575;84550	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Betatorquevirus;s__Torque_teno_mini_virus_8			84550	84550									79552			84534;74828		18967;75417						79584		84534;74828								84534;74828						84551	79574															71575;84550	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Epsilontorquevirus;s__Torque_teno_tamarin_virus													79552					18967				71633																																		71575	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Etatorquevirus;s__Torque_teno_felis_virus																						93331																																			
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Gammatorquevirus;s__Torque_teno_midi_virus_1			78917	78917									79552		79582	84534;74828		18967				71633;71634		79584		84534;74828		71861;71862					71862	84534;74828			79582	79591;71861;71862			84559;79574			1649		71656										71575	79591
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Gammatorquevirus;s__Torque_teno_midi_virus_2													79552	10601;18969;18978;75393;79604	79582	84534;74828		18967				71633;71634		79584		84534;74828		71861;71862					71862	84534;74828			79582	79591;71861;71862			84559;79574					71656										71575	79591
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Iotatorquevirus;s__Torque_teno_sus_virus_1a													79552					18967;75417								63090															79574					30764										71575	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Iotatorquevirus;s__Torque_teno_sus_virus_1b													79552					18967								63090																														71575	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Kappatorquevirus;s__Torque_teno_sus_virus_k2													79552					18967																																						71575	
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Thetatorquevirus;s__Torque_teno_canis_virus																80972		18967															80891				80928																		1621		
d__Viruses;-__ssDNA_viruses;f__Anelloviridae;g__Zetatorquevirus;s__Torque_teno_douroucouli_virus													79552					18967																																						71575	
d__Viruses;-__ssDNA_viruses;f__Circoviridae;-__Cyclovirus;-__unclassified_Cyclovirus;s__Cyclovirus_NG12																16377																																									
d__Viruses;-__ssDNA_viruses;f__Circoviridae;-__Cyclovirus;-__unclassified_Cyclovirus;s__Cyclovirus_NG14																16377																																									
d__Viruses;-__ssDNA_viruses;f__Circoviridae;-__Cyclovirus;-__unclassified_Cyclovirus;s__Cyclovirus_PK5006						89303										16377																																									
d__Viruses;-__ssDNA_viruses;f__Circoviridae;-__Cyclovirus;-__unclassified_Cyclovirus;s__Cyclovirus_PK5222						89303										16377																																									
d__Viruses;-__ssDNA_viruses;f__Circoviridae;-__Cyclovirus;-__unclassified_Cyclovirus;s__Cyclovirus_PK5510						22296;89303										16377		19794;21622;21776;49798;95406;95216;95018;95056;95156;95090;95507;85699;58778;58860;58938;87039;85763;79186						26877									19795				24253																				
d__Viruses;-__ssDNA_viruses;f__Circoviridae;-__Cyclovirus;-__unclassified_Cyclovirus;s__Cyclovirus_VN																																					33215									55112											
d__Viruses;-__ssDNA_viruses;f__Circoviridae;-__Cyclovirus;-__unclassified_Cyclovirus;s__Human_cyclovirus																																																									
d__Viruses;-__ssDNA_viruses;f__Circoviridae;g__Circovirus;s__Human_faeces_associated_circovirus																																				70592	33215																				
d__Viruses;-__ssDNA_viruses;f__Circoviridae;g__Circovirus;s__Porcine_circovirus_2			86466;86415;86005;40750;41517;42142;86634;74696	86466;86415;86005;40750;41517;42142;86634;74696		89303		50125				86466		47342;47343				40750				49045;74613									58872	86466	65528;65545	58872		70592	24253;33215;40750;41517									74613			58939;16580;16579;87039;85699;88916;88990;95127;21699;58520;85892;23603;23604;37279;25072;78720;78721;79186;95156;95090;95056;79265;49798;85763;24252;31999;31998;68530;68531;21622;95018;21776;37974;58861;58860;95406;58779;58778;57908;57909;77505;19794;85640;95216;89303;95508;41270;18237;19653;20356;20357;23237;23238;23307;23324;24079;24155;27742;31702;64610;65248;65249;65529;65546;76943;76944;78372;78389								
d__Viruses;-__ssDNA_viruses;f__Circoviridae;g__Gyrovirus;-__unclassified_Gyrovirus;s__Gyrovirus_GyV3																													63525																												
d__Viruses;-__ssDNA_viruses;f__Circoviridae;g__Gyrovirus;s__Chicken_anemia_virus			35650									34319																				16164											57479		55223												
d__Viruses;-__ssDNA_viruses;f__Inoviridae;-__environmental_samples;s__Uncultured_phage_WW_nAnB_strain_2									27291					66882;66892;66893										66885											66874															66878							
d__Viruses;-__ssDNA_viruses;f__Inoviridae;-__environmental_samples;s__Uncultured_phage_WW_nAnB_strain_3														66882;66893																					66874															66878							
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;-__unclassified_Parvovirinae;s__Bufavirus_3			68967																				64395																																		
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;-__unclassified_Parvovirinae;s__Parvovirus_NIH_CQV																																		70548				70548																			
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;g__Bocaparvovirus;-__unclassified_Bocaparvovirus;s__Human_bocavirus			68967					59185;59186						18259									64395															59185				14736															
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;g__Bocaparvovirus;s__Primate_bocaparvovirus_1			68967					59186																																		14736															
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;g__Bocaparvovirus;s__Primate_bocaparvovirus_2			68967					59185;59186						18259									64395															59185				14736															
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;g__Dependoparvovirus;s__Adeno_associated_dependoparvovirus_A		75804	68967					59186										49269;72026										72200					28182	25109								14736				25109											
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;g__Dependoparvovirus;s__Adeno_associated_dependoparvovirus_B	25112		68967					59186																																		14736															
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;g__Erythroparvovirus;-__unclassified_Erythrovirus;s__Human_erythrovirus_V9	25111;25112;76663	8532;68955;63742	95771;68961;68962;25149;68967	95771;68961;68962;25149				25137;59185;59186					25131	25124;95780				8532;76504;76538							119							8532;76538		25109;68959;95769	8531			371;376;25136;59185;68977;71775;95751		25124;95780	54225	14736		76538	377	25109;95751						25124;95780;68955;63742	8532			25154;59975;64397;95776	63744
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;g__Erythroparvovirus;s__Primate_erythroparvovirus_1	25111;25112;76663	8532;68955;63742	95771;68961;68962;25149;68967	95771;68961;68962;25149				25137;59185;59186					25131	25124;95780				8532;76504;76538		60023			60023		119			60023				8532;76538		25109;68959;95769	8531			371;376;25136;59185;68977;71775;95751		25124;95780	54225	14736		76538	377	25109;95751						25124;95780;68955;63742	8532			25154;59975;64397;95776	63744
d__Viruses;-__ssDNA_viruses;f__Parvoviridae;-__Parvovirinae;g__Tetraparvovirus;s__Primate_tetraparvovirus_1	25112		68967					59186					25131																					25109				25136;68977;95751				14736				25109;95751											
d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Arenaviridae;-__unclassified_Arenaviridae;g__Arenavirus;-__Old_world_arenaviruses;-__unclassified_Old_world_arenaviruses;s__Mopeia_Lassa_virus_reassortant_29	27658;63613;64270	35717	83470;42507	83470;42507		32800;35715					17107;17144;32812;71730	17110;17416;17417;64249;71745	32812		4274;83437;32752;39152;61077;63546;63624;71728	22593;22599;22600;63542	17068;27666;27667;32795		69929	17097	4711;17074;17075;40549;69447	61069		61058;32810;22603;32770;63564	63624;64269;61109;61108;63544;17067;63525	17417;29466;69929	61113;64273	4323;17074	63525;63524;17076			4711;61101;63536;17074;17075;83470;83435;42507;61056;64216;83495	83470;32410;32411;32777;32821;61058;61091;63526;63606;63607;83495	4253	4294;83434;27663;32779;71722	64249;69925	22590;32753;32754;39153;39154;69914	4249;71741;69925;17413;17118;17412;83421;25615;32395;80459;39170;61056;63572;64216;69924;71721	32410;61092;64249	4253;4679;17417;22597;69929;71735	71722;71723;38933;14579;14578;64261;61101;63536;33601;63645	4271	39154;64249	22596;22597;83423;27664;27665;61089;63572;64216;64249;71723		4310;17134;63592	69903;18215;22587;25626;27658;27659;32763;80470	61092			32833	17074;17075;22597;32768			4314;83470;64249	17086;61092;61182	32753;32754;39153;39154
d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Arenaviridae;-__unclassified_Arenaviridae;s__Morogoro_mammarenavirus	63613	35717				32800;35715					17107;17144;32812		32812	4290;17124;17125;32822;32823;61086;64241	4274;61077;63546;63624	63542	17068;32795	4719;61079;61080;64242		17097	4711;17074;17075;40549	61069		63574;61058;32810;61082;63564	63624;64269;61109;61108;63544;17067;63525		61113;64273	4323;17074	63525;63524;17076			4711;61101;63536;17074;17075;61056;64216	32777;32821;61058;61091;63526;63606;63607		4294;32779	64249			61092;64249	4679	64261;61101;63536;63645	4271	64249	61089;63572;64216;64218;64249	4318;17074;17075;61058;64218	4310;17134;63592		61092			32833	17074;17075			4314;63493;64249	17086;61092;61182;63641	
d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Arenaviridae;g__Mammarenavirus;s__Allpahuayo_mammarenavirus	4682;27658;63613;64270	35717				32800;35715					17107;17144;32812;71730	4682;17110;17416;17417;64249;71745	32812		4274;4344;83437;32752;39152;61077;63546;63624;71728	22593;22599;22600;63542	17068;27666;27667;32795	4307;4719;20753;22597;61079;61080;64242	63560;69929	17097	4340;4711;17074;17075	61069		63574;61058;32810;22603;32770;61082;63559;63564	63624;64269;61109;61108;63544;17067;63525	17417;69929	61113;64273	4323;4690;17074	63525;63524;64285			4681;4711;61101;63536;17074;17075;83435;61056;64216	32410;32411;32777;32821;61058;61091;63526;63606;63607	4253;63494;63520	4294;83434;27663;71722	64249;69925	4705;22590;32753;32754;39153;39154;69914	4249;4306;71741;69925;17413;17118;17412;83421;25615;32395;80459;39170;61056;63572;64216;64218;69924;71721	4705;32410;61092;64249	4253;4679;17417;22597;69929;71735	71722;71723;38933;14579;14578;64261;61101;63536;63635;63645	4271	39154;64249	22596;22597;83423;27664;27665;61089;63572;64216;64218;64249;71723	4318;17074;17075;27666;61058;64218	4310;63592	69903;18215;22587;25626;27658;27659;32763;80470	61092	11375		32833	57795;24670;17074;17075;22597;32768			4314;63493;64249	17086;61092;61182;63641	32753;32754;39153;39154
d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Arenaviridae;g__Mammarenavirus;s__Amapar_mammarenavirus	4682;27658;63613;64270	35717	15355	15355	17416;17417;61040;61041;64249;69929	32800;35715					17107;17144;32812;71730	4682;17110;17416;17417;61040;61041;64249;71745	32812		4274;4344;83437;32752;39152;61077;63546;63624;71728	22593;22599;22600;63542;64244	17068;27666;27667;32795	4307;4719;22597;61079;61080;61127;64242	63560;69929	17097		61069		63574;61058;32810;22603;32770;61082;63559;63564	63624;64269;61109;61108;63544;17067;63525	17417;69929	61113;64273	4323	63525;63524;64285				32410;32411;32777;32821;61058;61059;61091;63526;63606;63607	4253;63494;63520;64221	4294;83434;27663;62158;71722	63643;64249;69925	4705;22590;32753;32754;39153;39154;63638;69914	4249;4304;4306;71741;69925;17413;17118;17412;83421;32395;39170;61056;63572;64216;64218;64219;69924;71721	4705;32410;61092;64249	4253;4679;17417;22597;63599;64220;64221;69929;71735	71722;71723;38933;14579;14578;64261;61101;63536;63635;63645	4271	39154;64249	22596;22597;83423;27664;27665;61089;63572;63575;63638;64216;64218;64244;64249;71723		4310;63592;63643	69903;18215;22587;25626;27658;27659;32763;80470	61092			32833;63575				4314;61061;63493;64249	17086;61092;61182;63641;63642	32753;32754;39153;39154
d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Arenaviridae;g__Mammarenavirus;s__Bear_Canyon_mammarenavirus	4682;27658;63613;64270	35717				32800;35715					17107;17144;32812;71730	1717;4682;17110;17416;17417;64249;71745	32812		1717;4274;4344;83437;32752;39152;61077;63546;63624;71728	22593;22599;22600;63542	17068;27666;27667;32795	4307;4719;22597;61079;61080;64242	63560;69929	17097	11809	61069		63574;61058;32810;22603;32770;61082;63559;63564	63624;64269;61109;61108;63544;17067;63525	17417;69929	61113;64273	4323;17074	63525;63524;64285				32410;32411;32777;32821;61058;61059;61091;63526;63606;63607	4253;63520	4294;83434;27663;32779;71722	64249;69925	4705;22590;32753;32754;39153;39154;63638;69914	4249;4306;71741;69925;17413;17118;17412;83421;32395;39170;61056;63572;64216;64218;64219;69924;71721	4705;32410;61092;64249	4253;4679;17417;22597;69929;71735	71722;71723;38933;14579;14578;64261;61101;63536;63635;63645	4271	39154;64249	22596;22597;83423;27664;27665;61089;63572;63638;64216;64218;64249;71723		4310;63592	69903;18215;22587;25626;27658;27659;32763;80470	61092			32833				4314;63493;64249	17086;61092;61182;63641	32753;32754;39153;39154
d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Arenaviridae;g__Mammarenavirus;s__Chapare_mammarenavirus	27658;63613;64270				17416;17417;61040;64249;69929	32800;35715					17107;17144;32812;71730	17110;17416;17417;61040;64249;71745	32812		4274;4344;83437;32752;39152;61077;63546;63624;71728	22593;22599;22600;63542;64244	17068;27666;27667;32795	4307;4719;22597;61079;61080;61127;64242	63560;69929	17097	11809	61069		63574;61058;32810;22603;32770;61082;63559;63564	63624;64269;61109;61108;63544;17067;63525	17417;69929	61113;64273	4323	63525;63524;64285				32410;32411;32777;32821;61058;61059;61091;63526;63606;63607	4253;63494;63520;64221	4294;83434;27663;71722	63643;64249;69925	4705;22590;32753;32754;39153;39154;63638;69914	4249;4304;4306;71741;69925;17413;17118;17412;83421;32395;80459;39170;61056;63572;64216;64218;64219;69924;71721	4705;32410;61092;64249	4253;4679;17417;22597;63599;64220;64221;69929;71735	71722;71723;38933;14579;14578;64261;61101;63536;63635;63645	4271	39154;64249	22596;22597;83423;27664;27665;61089;63572;63575;63638;64216;64218;64244;64249;71723		4310;63592;63643	69903;18215;22587;25626;27658;27659;32763;80470	61092			32833;63575				4314;61061;63493;64249	17086;61092;61182;63641;63642	32753;32754;39153;39154
